Label,Mode,Frequency,Isotopologue
MODE,286,1567.30913,QHHHD
MODE,287,1570.28209,QHHHD
MODE,288,1616.92751,QHHHD
MODE,289,1638.25551,QHHHD
MODE,290,1642.84055,QHHHD
MODE,291,1645.05008,QHHHD
MODE,292,1665.69442,QHHHD
MODE,293,1674.36762,QHHHD
MODE,294,1678.73408,QHHHD
MODE,295,1692.613,QHHHD
MODE,296,1715.58914,QHHHD
MODE,297,1728.3874,QHHHD
MODE,298,1754.75085,QHHHD
MODE,299,1811.51914,QHHHD
MODE,300,2278.82748,QHHHD
MODE,301,2969.15663,QHHHD
MODE,302,2981.08891,QHHHD
MODE,303,3006.36313,QHHHD
MODE,304,3020.07485,QHHHD
MODE,305,3021.97305,QHHHD
MODE,306,3030.22722,QHHHD
MODE,307,3032.4788,QHHHD
MODE,308,3032.65807,QHHHD
MODE,309,3041.05189,QHHHD
MODE,310,3042.063,QHHHD
MODE,311,3046.18038,QHHHD
MODE,312,3051.91474,QHHHD
MODE,313,3052.91069,QHHHD
MODE,314,3053.94282,QHHHD
MODE,315,3056.15175,QHHHD
MODE,316,3060.35073,QHHHD
MODE,317,3063.18454,QHHHD
MODE,318,3065.40288,QHHHD
MODE,319,3065.76718,QHHHD
MODE,320,3068.26052,QHHHD
MODE,321,3070.13759,QHHHD
MODE,322,3071.06672,QHHHD
MODE,323,3083.42549,QHHHD
MODE,324,3085.63346,QHHHD
MODE,325,3085.97324,QHHHD
MODE,326,3087.25529,QHHHD
MODE,327,3095.16632,QHHHD
MODE,328,3104.6913,QHHHD
MODE,329,3106.96184,QHHHD
MODE,330,3110.6076,QHHHD
MODE,331,3112.25919,QHHHD
MODE,332,3112.61174,QHHHD
MODE,333,3113.24214,QHHHD
MODE,334,3113.86716,QHHHD
MODE,335,3114.83506,QHHHD
MODE,336,3114.91303,QHHHD
MODE,337,3121.16942,QHHHD
MODE,338,3126.49453,QHHHD
MODE,339,3130.80617,QHHHD
MODE,340,3133.37099,QHHHD
MODE,341,3134.52102,QHHHD
MODE,342,3137.2376,QHHHD
MODE,343,3140.39867,QHHHD
MODE,344,3146.28899,QHHHD
MODE,345,3148.32145,QHHHD
MODE,346,3153.02406,QHHHD
MODE,347,3155.35251,QHHHD
MODE,348,3165.40968,QHHHD
MODE,349,3171.36589,QHHHD
MODE,350,3172.34598,QHHHD
MODE,351,3176.41744,QHHHD
MODE,352,3190.75084,QHHHD
MODE,353,3197.23091,QHHHD
MODE,354,3199.19627,QHHHD
MODE,355,3203.16727,QHHHD
MODE,356,3208.72513,QHHHD
MODE,357,3304.4937,QHHHD
MODE,358,3400.50758,QHHHD
MODE,359,3529.64391,QHHHD
MODE,360,3692.29806,QHHHD
13-1-1-2-1,,,
MODE,13,4.85959,QHHDH
MODE,14,8.82319,QHHDH
MODE,15,15.32071,QHHDH
MODE,16,18.51604,QHHDH
MODE,17,22.34329,QHHDH
MODE,18,23.79289,QHHDH
MODE,19,29.36621,QHHDH
MODE,20,29.74443,QHHDH
MODE,21,32.58239,QHHDH
MODE,22,35.17083,QHHDH
MODE,23,37.42255,QHHDH
MODE,24,40.72858,QHHDH
MODE,25,42.11775,QHHDH
MODE,26,43.74901,QHHDH
MODE,27,48.53158,QHHDH
MODE,28,52.59277,QHHDH
MODE,29,57.48698,QHHDH
MODE,30,60.21512,QHHDH
MODE,31,61.59098,QHHDH
MODE,32,67.02378,QHHDH
MODE,33,68.44345,QHHDH
MODE,34,71.48615,QHHDH
MODE,35,73.27081,QHHDH
MODE,36,75.52573,QHHDH
MODE,37,80.50794,QHHDH
MODE,38,83.69452,QHHDH
MODE,39,91.12802,QHHDH
MODE,40,95.10171,QHHDH
MODE,41,96.4093,QHHDH
MODE,42,107.60227,QHHDH
MODE,43,108.02099,QHHDH
MODE,44,108.11082,QHHDH
MODE,45,112.70684,QHHDH
MODE,46,118.60665,QHHDH
MODE,47,121.20857,QHHDH
MODE,48,123.79478,QHHDH
MODE,49,125.7787,QHHDH
MODE,50,130.23603,QHHDH
MODE,51,134.3253,QHHDH
MODE,52,144.27809,QHHDH
MODE,53,147.39832,QHHDH
MODE,54,152.14432,QHHDH
MODE,55,155.94659,QHHDH
MODE,56,164.79382,QHHDH
MODE,57,169.10795,QHHDH
MODE,58,184.56875,QHHDH
MODE,59,193.682,QHHDH
MODE,60,203.42067,QHHDH
MODE,61,205.62353,QHHDH
MODE,62,218.90981,QHHDH
MODE,63,222.64744,QHHDH
MODE,64,225.71252,QHHDH
MODE,65,233.90052,QHHDH
MODE,66,247.27945,QHHDH
MODE,67,249.53906,QHHDH
MODE,68,259.52508,QHHDH
MODE,69,268.46641,QHHDH
MODE,70,272.26765,QHHDH
MODE,71,297.27403,QHHDH
MODE,72,303.9461,QHHDH
MODE,73,316.35243,QHHDH
MODE,74,322.73693,QHHDH
MODE,75,323.44657,QHHDH
MODE,76,332.53496,QHHDH
MODE,77,335.97132,QHHDH
MODE,78,338.48674,QHHDH
MODE,79,340.53728,QHHDH
MODE,80,362.36653,QHHDH
MODE,81,379.52625,QHHDH
MODE,82,382.57231,QHHDH
MODE,83,393.00416,QHHDH
MODE,84,405.10933,QHHDH
MODE,85,423.62241,QHHDH
MODE,86,425.69073,QHHDH
MODE,87,426.06632,QHHDH
MODE,88,433.9677,QHHDH
MODE,89,436.81496,QHHDH
MODE,90,445.23213,QHHDH
MODE,91,453.59647,QHHDH
MODE,92,453.8969,QHHDH
MODE,93,464.99494,QHHDH
MODE,94,467.73746,QHHDH
MODE,95,471.29036,QHHDH
MODE,96,475.73893,QHHDH
MODE,97,509.37348,QHHDH
MODE,98,509.91422,QHHDH
MODE,99,526.71224,QHHDH
MODE,100,526.94289,QHHDH
MODE,101,530.15201,QHHDH
MODE,102,553.31232,QHHDH
MODE,103,556.56808,QHHDH
MODE,104,563.73684,QHHDH
MODE,105,565.41257,QHHDH
MODE,106,567.31537,QHHDH
MODE,107,574.45113,QHHDH
MODE,108,588.94548,QHHDH
MODE,109,593.33581,QHHDH
MODE,110,606.48431,QHHDH
MODE,111,620.95967,QHHDH
MODE,112,623.94677,QHHDH
MODE,113,637.9887,QHHDH
MODE,114,651.35074,QHHDH
MODE,115,658.04753,QHHDH
MODE,116,658.25876,QHHDH
MODE,117,661.14409,QHHDH
MODE,118,664.23299,QHHDH
MODE,119,688.71896,QHHDH
MODE,120,701.59387,QHHDH
MODE,121,703.35486,QHHDH
MODE,122,704.13837,QHHDH
MODE,123,712.36938,QHHDH
MODE,124,717.80923,QHHDH
MODE,125,721.96031,QHHDH
MODE,126,730.86795,QHHDH
MODE,127,739.92108,QHHDH
MODE,128,747.53226,QHHDH
MODE,129,750.66845,QHHDH
MODE,130,763.83458,QHHDH
MODE,131,776.10189,QHHDH
MODE,132,791.97374,QHHDH
MODE,133,792.99127,QHHDH
MODE,134,809.12622,QHHDH
MODE,135,820.82073,QHHDH
MODE,136,827.15486,QHHDH
MODE,137,830.29205,QHHDH
MODE,138,839.26562,QHHDH
MODE,139,840.86757,QHHDH
MODE,140,842.43568,QHHDH
MODE,141,857.77755,QHHDH
MODE,142,859.60447,QHHDH
MODE,143,860.48162,QHHDH
MODE,144,865.10429,QHHDH
MODE,145,877.52631,QHHDH
MODE,146,879.15874,QHHDH
MODE,147,882.63605,QHHDH
MODE,148,892.73668,QHHDH
MODE,149,902.03174,QHHDH
MODE,150,906.8238,QHHDH
MODE,151,921.15592,QHHDH
MODE,152,928.80495,QHHDH
MODE,153,934.94608,QHHDH
MODE,154,938.49746,QHHDH
MODE,155,945.01422,QHHDH
MODE,156,949.63104,QHHDH
MODE,157,952.78173,QHHDH
MODE,158,953.97492,QHHDH
MODE,159,966.23157,QHHDH
MODE,160,974.14492,QHHDH
MODE,161,977.39153,QHHDH
MODE,162,984.06391,QHHDH
MODE,163,984.66022,QHHDH
MODE,164,987.54665,QHHDH
MODE,165,989.75999,QHHDH
MODE,166,990.97634,QHHDH
MODE,167,1000.41286,QHHDH
MODE,168,1007.88676,QHHDH
MODE,169,1013.69793,QHHDH
MODE,170,1018.82478,QHHDH
MODE,171,1021.10516,QHHDH
MODE,172,1028.9228,QHHDH
MODE,173,1030.87398,QHHDH
MODE,174,1032.98641,QHHDH
MODE,175,1036.93154,QHHDH
MODE,176,1037.48211,QHHDH
MODE,177,1052.56925,QHHDH
MODE,178,1060.45154,QHHDH
MODE,179,1069.23171,QHHDH
MODE,180,1076.09711,QHHDH
MODE,181,1076.7924,QHHDH
MODE,182,1076.90238,QHHDH
MODE,183,1077.77198,QHHDH
MODE,184,1082.76294,QHHDH
MODE,185,1094.27549,QHHDH
MODE,186,1105.55953,QHHDH
MODE,187,1115.60878,QHHDH
MODE,188,1126.87789,QHHDH
MODE,189,1129.78963,QHHDH
MODE,190,1130.89515,QHHDH
MODE,191,1138.67458,QHHDH
MODE,192,1139.52667,QHHDH
MODE,193,1140.57805,QHHDH
MODE,194,1150.32197,QHHDH
MODE,195,1158.33433,QHHDH
MODE,196,1167.66771,QHHDH
MODE,197,1173.68735,QHHDH
MODE,198,1186.83115,QHHDH
MODE,199,1197.30779,QHHDH
MODE,200,1202.63882,QHHDH
MODE,201,1204.40322,QHHDH
MODE,202,1204.68857,QHHDH
MODE,203,1206.42421,QHHDH
MODE,204,1209.44704,QHHDH
MODE,205,1214.50877,QHHDH
MODE,206,1218.10586,QHHDH
MODE,207,1220.0464,QHHDH
MODE,208,1235.26283,QHHDH
MODE,209,1236.55067,QHHDH
MODE,210,1239.84435,QHHDH
MODE,211,1242.82326,QHHDH
MODE,212,1249.29033,QHHDH
MODE,213,1251.51548,QHHDH
MODE,214,1255.07915,QHHDH
MODE,215,1263.48889,QHHDH
MODE,216,1265.54153,QHHDH
MODE,217,1272.90179,QHHDH
MODE,218,1273.15922,QHHDH
MODE,219,1277.80673,QHHDH
MODE,220,1294.08902,QHHDH
MODE,221,1296.60295,QHHDH
MODE,222,1300.08411,QHHDH
MODE,223,1302.79933,QHHDH
MODE,224,1303.99776,QHHDH
MODE,225,1309.87346,QHHDH
MODE,226,1312.25602,QHHDH
MODE,227,1320.4352,QHHDH
MODE,228,1321.16368,QHHDH
MODE,229,1324.55747,QHHDH
MODE,230,1327.08608,QHHDH
MODE,231,1331.42341,QHHDH
MODE,232,1343.02388,QHHDH
MODE,233,1347.1428,QHHDH
MODE,234,1353.17722,QHHDH
MODE,235,1355.43979,QHHDH
MODE,236,1358.02369,QHHDH
MODE,237,1368.32248,QHHDH
MODE,238,1370.99284,QHHDH
MODE,239,1372.37997,QHHDH
MODE,240,1377.36687,QHHDH
MODE,241,1380.89112,QHHDH
MODE,242,1382.47094,QHHDH
MODE,243,1386.93165,QHHDH
MODE,244,1388.80206,QHHDH
MODE,245,1395.48921,QHHDH
MODE,246,1398.95405,QHHDH
MODE,247,1400.5183,QHHDH
MODE,248,1405.13826,QHHDH
MODE,249,1410.21601,QHHDH
MODE,250,1416.64401,QHHDH
MODE,251,1428.67124,QHHDH
MODE,252,1438.47682,QHHDH
MODE,253,1440.89246,QHHDH
MODE,254,1444.794,QHHDH
MODE,255,1448.1787,QHHDH
MODE,256,1451.18662,QHHDH
MODE,257,1461.23289,QHHDH
MODE,258,1469.34628,QHHDH
MODE,259,1471.80405,QHHDH
MODE,260,1477.73881,QHHDH
MODE,261,1482.53576,QHHDH
MODE,262,1487.0572,QHHDH
MODE,263,1489.65372,QHHDH
MODE,264,1500.60552,QHHDH
MODE,265,1501.16753,QHHDH
MODE,266,1503.22882,QHHDH
MODE,267,1505.13378,QHHDH
MODE,268,1507.37265,QHHDH
MODE,269,1509.42805,QHHDH
MODE,270,1511.12702,QHHDH
MODE,271,1511.96303,QHHDH
MODE,272,1512.67561,QHHDH
MODE,273,1514.3013,QHHDH
MODE,274,1517.02116,QHHDH
MODE,275,1520.34624,QHHDH
MODE,276,1520.5007,QHHDH
MODE,277,1521.55102,QHHDH
MODE,278,1522.65029,QHHDH
MODE,279,1526.12891,QHHDH
MODE,280,1527.36972,QHHDH
MODE,281,1529.06293,QHHDH
MODE,282,1529.69768,QHHDH
MODE,283,1531.35449,QHHDH
MODE,284,1532.9374,QHHDH
MODE,285,1538.1091,QHHDH
MODE,286,1567.30439,QHHDH
MODE,287,1570.28118,QHHDH
MODE,288,1616.9298,QHHDH
MODE,289,1638.25537,QHHDH
MODE,290,1642.8405,QHHDH
MODE,291,1645.04992,QHHDH
MODE,292,1665.69444,QHHDH
MODE,293,1674.3656,QHHDH
MODE,294,1678.73402,QHHDH
MODE,295,1692.61319,QHHDH
MODE,296,1715.58914,QHHDH
MODE,297,1728.38755,QHHDH
MODE,298,1754.75111,QHHDH
MODE,299,1811.51913,QHHDH
MODE,300,2274.92764,QHHDH
MODE,301,2969.15663,QHHDH
MODE,302,2981.08891,QHHDH
MODE,303,3006.3633,QHHDH
MODE,304,3020.07485,QHHDH
MODE,305,3021.97306,QHHDH
MODE,306,3030.22722,QHHDH
MODE,307,3032.47881,QHHDH
MODE,308,3032.65807,QHHDH
MODE,309,3041.05189,QHHDH
MODE,310,3042.06299,QHHDH
MODE,311,3046.18037,QHHDH
MODE,312,3051.91517,QHHDH
MODE,313,3052.91069,QHHDH
MODE,314,3053.94283,QHHDH
MODE,315,3056.15175,QHHDH
MODE,316,3060.33319,QHHDH
MODE,317,3063.18454,QHHDH
MODE,318,3065.40288,QHHDH
MODE,319,3065.76719,QHHDH
MODE,320,3068.26049,QHHDH
MODE,321,3071.06625,QHHDH
MODE,322,3071.32392,QHHDH
MODE,323,3083.42548,QHHDH
MODE,324,3085.63325,QHHDH
MODE,325,3085.97324,QHHDH
MODE,326,3087.25532,QHHDH
MODE,327,3095.16633,QHHDH
MODE,328,3104.69132,QHHDH
MODE,329,3106.96189,QHHDH
MODE,330,3110.60763,QHHDH
MODE,331,3112.25919,QHHDH
MODE,332,3112.61173,QHHDH
MODE,333,3113.24288,QHHDH
MODE,334,3113.86715,QHHDH
MODE,335,3114.83508,QHHDH
MODE,336,3114.91302,QHHDH
MODE,337,3121.16942,QHHDH
MODE,338,3126.4947,QHHDH
MODE,339,3130.82654,QHHDH
MODE,340,3134.52092,QHHDH
MODE,341,3136.55054,QHHDH
MODE,342,3137.2389,QHHDH
MODE,343,3140.42376,QHHDH
MODE,344,3146.29052,QHHDH
MODE,345,3148.32147,QHHDH
MODE,346,3153.02573,QHHDH
MODE,347,3156.00846,QHHDH
MODE,348,3165.4097,QHHDH
MODE,349,3171.36589,QHHDH
MODE,350,3172.34598,QHHDH
MODE,351,3176.41744,QHHDH
MODE,352,3190.75084,QHHDH
MODE,353,3197.23091,QHHDH
MODE,354,3199.19627,QHHDH
MODE,355,3203.16727,QHHDH
MODE,356,3208.72513,QHHDH
MODE,357,3304.49352,QHHDH
MODE,358,3400.50761,QHHDH
MODE,359,3529.64392,QHHDH
MODE,360,3692.29806,QHHDH
13-1-2-1-1,,,
MODE,13,4.89034,QHDHH
MODE,14,8.81093,QHDHH
MODE,15,15.50976,QHDHH
MODE,16,18.54739,QHDHH
MODE,17,22.34315,QHDHH
MODE,18,23.82426,QHDHH
MODE,19,29.48763,QHDHH
MODE,20,29.79304,QHDHH
MODE,21,32.64107,QHDHH
MODE,22,35.27003,QHDHH
MODE,23,37.41276,QHDHH
MODE,24,40.11911,QHDHH
MODE,25,42.01767,QHDHH
MODE,26,43.73353,QHDHH
MODE,27,48.69273,QHDHH
MODE,28,52.67764,QHDHH
MODE,29,57.48181,QHDHH
MODE,30,60.19743,QHDHH
MODE,31,61.53434,QHDHH
MODE,32,66.93724,QHDHH
MODE,33,68.42477,QHDHH
MODE,34,71.48373,QHDHH
MODE,35,73.11305,QHDHH
MODE,36,75.39383,QHDHH
MODE,37,80.51549,QHDHH
MODE,38,83.68697,QHDHH
MODE,39,91.07332,QHDHH
MODE,40,95.0849,QHDHH
MODE,41,96.41301,QHDHH
MODE,42,107.60063,QHDHH
MODE,43,107.98563,QHDHH
MODE,44,108.04515,QHDHH
MODE,45,109.77458,QHDHH
MODE,46,112.71175,QHDHH
MODE,47,118.83017,QHDHH
MODE,48,121.87159,QHDHH
MODE,49,130.09219,QHDHH
MODE,50,134.32003,QHDHH
MODE,51,139.63631,QHDHH
MODE,52,144.27186,QHDHH
MODE,53,147.40357,QHDHH
MODE,54,152.16892,QHDHH
MODE,55,156.19027,QHDHH
MODE,56,164.79915,QHDHH
MODE,57,169.10886,QHDHH
MODE,58,184.56846,QHDHH
MODE,59,193.6857,QHDHH
MODE,60,203.42098,QHDHH
MODE,61,205.62394,QHDHH
MODE,62,218.90969,QHDHH
MODE,63,222.64736,QHDHH
MODE,64,225.71247,QHDHH
MODE,65,233.90049,QHDHH
MODE,66,247.27938,QHDHH
MODE,67,249.53908,QHDHH
MODE,68,259.52514,QHDHH
MODE,69,268.46639,QHDHH
MODE,70,272.26763,QHDHH
MODE,71,297.27404,QHDHH
MODE,72,303.94609,QHDHH
MODE,73,316.37375,QHDHH
MODE,74,322.73687,QHDHH
MODE,75,323.44675,QHDHH
MODE,76,332.53476,QHDHH
MODE,77,335.97494,QHDHH
MODE,78,338.48674,QHDHH
MODE,79,340.53736,QHDHH
MODE,80,362.36653,QHDHH
MODE,81,379.52625,QHDHH
MODE,82,382.57231,QHDHH
MODE,83,393.00415,QHDHH
MODE,84,405.10932,QHDHH
MODE,85,423.62241,QHDHH
MODE,86,425.69073,QHDHH
MODE,87,426.06704,QHDHH
MODE,88,433.96771,QHDHH
MODE,89,436.81496,QHDHH
MODE,90,445.23215,QHDHH
MODE,91,453.61876,QHDHH
MODE,92,453.89695,QHDHH
MODE,93,464.99501,QHDHH
MODE,94,467.73701,QHDHH
MODE,95,471.29036,QHDHH
MODE,96,475.73894,QHDHH
MODE,97,509.37347,QHDHH
MODE,98,509.9142,QHDHH
MODE,99,526.71316,QHDHH
MODE,100,526.94299,QHDHH
MODE,101,530.15202,QHDHH
MODE,102,553.31233,QHDHH
MODE,103,556.56806,QHDHH
MODE,104,563.73685,QHDHH
MODE,105,565.41254,QHDHH
MODE,106,567.31537,QHDHH
MODE,107,574.45115,QHDHH
MODE,108,588.94704,QHDHH
MODE,109,593.33583,QHDHH
MODE,110,606.4843,QHDHH
MODE,111,620.95959,QHDHH
MODE,112,623.94677,QHDHH
MODE,113,637.9887,QHDHH
MODE,114,651.35074,QHDHH
MODE,115,658.04768,QHDHH
MODE,116,658.25898,QHDHH
MODE,117,661.14408,QHDHH
MODE,118,664.23296,QHDHH
MODE,119,688.71896,QHDHH
MODE,120,701.59568,QHDHH
MODE,121,703.35514,QHDHH
MODE,122,704.14359,QHDHH
MODE,123,712.36938,QHDHH
MODE,124,717.8131,QHDHH
MODE,125,721.96081,QHDHH
MODE,126,730.86795,QHDHH
MODE,127,739.92112,QHDHH
MODE,128,747.53227,QHDHH
MODE,129,750.66855,QHDHH
MODE,130,763.83457,QHDHH
MODE,131,776.10184,QHDHH
MODE,132,791.97363,QHDHH
MODE,133,792.99125,QHDHH
MODE,134,809.12616,QHDHH
MODE,135,820.82071,QHDHH
MODE,136,827.15483,QHDHH
MODE,137,830.29205,QHDHH
MODE,138,839.26436,QHDHH
MODE,139,840.86754,QHDHH
MODE,140,842.43768,QHDHH
MODE,141,857.77849,QHDHH
MODE,142,859.60445,QHDHH
MODE,143,860.48162,QHDHH
MODE,144,865.10429,QHDHH
MODE,145,877.52631,QHDHH
MODE,146,879.15865,QHDHH
MODE,147,882.63603,QHDHH
MODE,148,892.73667,QHDHH
MODE,149,902.03158,QHDHH
MODE,150,906.82379,QHDHH
MODE,151,921.15588,QHDHH
MODE,152,928.80486,QHDHH
MODE,153,934.94608,QHDHH
MODE,154,938.49759,QHDHH
MODE,155,945.0142,QHDHH
MODE,156,949.63239,QHDHH
MODE,157,952.78171,QHDHH
MODE,158,953.97518,QHDHH
MODE,159,966.23154,QHDHH
MODE,160,974.14489,QHDHH
MODE,161,977.39152,QHDHH
MODE,162,984.06391,QHDHH
MODE,163,984.66046,QHDHH
MODE,164,987.54693,QHDHH
MODE,165,989.75997,QHDHH
MODE,166,990.97638,QHDHH
MODE,167,1000.41278,QHDHH
MODE,168,1007.88673,QHDHH
MODE,169,1013.698,QHDHH
MODE,170,1018.82478,QHDHH
MODE,171,1021.10516,QHDHH
MODE,172,1028.9224,QHDHH
MODE,173,1030.8743,QHDHH
MODE,174,1032.9864,QHDHH
MODE,175,1036.93011,QHDHH
MODE,176,1037.48203,QHDHH
MODE,177,1052.56894,QHDHH
MODE,178,1060.45151,QHDHH
MODE,179,1069.23169,QHDHH
MODE,180,1076.09711,QHDHH
MODE,181,1076.79237,QHDHH
MODE,182,1076.90235,QHDHH
MODE,183,1077.77198,QHDHH
MODE,184,1082.76308,QHDHH
MODE,185,1094.27549,QHDHH
MODE,186,1105.5594,QHDHH
MODE,187,1115.60876,QHDHH
MODE,188,1126.87787,QHDHH
MODE,189,1129.78935,QHDHH
MODE,190,1130.8951,QHDHH
MODE,191,1138.67456,QHDHH
MODE,192,1139.52714,QHDHH
MODE,193,1140.57803,QHDHH
MODE,194,1150.32196,QHDHH
MODE,195,1158.33371,QHDHH
MODE,196,1167.63246,QHDHH
MODE,197,1173.68714,QHDHH
MODE,198,1186.83158,QHDHH
MODE,199,1197.30699,QHDHH
MODE,200,1202.35847,QHDHH
MODE,201,1204.22302,QHDHH
MODE,202,1204.68055,QHDHH
MODE,203,1206.3778,QHDHH
MODE,204,1206.55912,QHDHH
MODE,205,1214.51385,QHDHH
MODE,206,1218.10594,QHDHH
MODE,207,1220.04895,QHDHH
MODE,208,1235.26595,QHDHH
MODE,209,1236.5483,QHDHH
MODE,210,1239.84462,QHDHH
MODE,211,1242.82705,QHDHH
MODE,212,1249.29003,QHDHH
MODE,213,1251.51502,QHDHH
MODE,214,1255.079,QHDHH
MODE,215,1263.47886,QHDHH
MODE,216,1265.54226,QHDHH
MODE,217,1272.88745,QHDHH
MODE,218,1273.20109,QHDHH
MODE,219,1277.82129,QHDHH
MODE,220,1294.09038,QHDHH
MODE,221,1296.60403,QHDHH
MODE,222,1300.08416,QHDHH
MODE,223,1302.80363,QHDHH
MODE,224,1303.99943,QHDHH
MODE,225,1309.88269,QHDHH
MODE,226,1312.25668,QHDHH
MODE,227,1320.43339,QHDHH
MODE,228,1321.16844,QHDHH
MODE,229,1324.55615,QHDHH
MODE,230,1327.0861,QHDHH
MODE,231,1331.4235,QHDHH
MODE,232,1343.0235,QHDHH
MODE,233,1347.15342,QHDHH
MODE,234,1353.17835,QHDHH
MODE,235,1355.4404,QHDHH
MODE,236,1358.02374,QHDHH
MODE,237,1370.99202,QHDHH
MODE,238,1372.30679,QHDHH
MODE,239,1372.70564,QHDHH
MODE,240,1377.36718,QHDHH
MODE,241,1380.88983,QHDHH
MODE,242,1382.45915,QHDHH
MODE,243,1386.92535,QHDHH
MODE,244,1388.79532,QHDHH
MODE,245,1395.4893,QHDHH
MODE,246,1398.95406,QHDHH
MODE,247,1400.51843,QHDHH
MODE,248,1404.9333,QHDHH
MODE,249,1410.20071,QHDHH
MODE,250,1416.64359,QHDHH
MODE,251,1428.66692,QHDHH
MODE,252,1438.47646,QHDHH
MODE,253,1440.89247,QHDHH
MODE,254,1444.79405,QHDHH
MODE,255,1448.1787,QHDHH
MODE,256,1451.18236,QHDHH
MODE,257,1461.24204,QHDHH
MODE,258,1469.34622,QHDHH
MODE,259,1471.81194,QHDHH
MODE,260,1477.7388,QHDHH
MODE,261,1482.50863,QHDHH
MODE,262,1487.05707,QHDHH
MODE,263,1489.65347,QHDHH
MODE,264,1500.61002,QHDHH
MODE,265,1501.26523,QHDHH
MODE,266,1503.23256,QHDHH
MODE,267,1505.1352,QHDHH
MODE,268,1507.37485,QHDHH
MODE,269,1509.40878,QHDHH
MODE,270,1511.09323,QHDHH
MODE,271,1511.89844,QHDHH
MODE,272,1512.6336,QHDHH
MODE,273,1514.29234,QHDHH
MODE,274,1517.02117,QHDHH
MODE,275,1520.34636,QHDHH
MODE,276,1520.49979,QHDHH
MODE,277,1521.55108,QHDHH
MODE,278,1522.65036,QHDHH
MODE,279,1526.1288,QHDHH
MODE,280,1527.36703,QHDHH
MODE,281,1529.06317,QHDHH
MODE,282,1529.69282,QHDHH
MODE,283,1531.37329,QHDHH
MODE,284,1532.34985,QHDHH
MODE,285,1540.74591,QHDHH
MODE,286,1567.2948,QHDHH
MODE,287,1570.28187,QHDHH
MODE,288,1616.92907,QHDHH
MODE,289,1638.2613,QHDHH
MODE,290,1642.83112,QHDHH
MODE,291,1645.04998,QHDHH
MODE,292,1665.69439,QHDHH
MODE,293,1674.36635,QHDHH
MODE,294,1678.73408,QHDHH
MODE,295,1692.61213,QHDHH
MODE,296,1715.58915,QHDHH
MODE,297,1728.38731,QHDHH
MODE,298,1754.75112,QHDHH
MODE,299,1811.51907,QHDHH
MODE,300,2263.31051,QHDHH
MODE,301,2969.15664,QHDHH
MODE,302,2981.08891,QHDHH
MODE,303,3006.36308,QHDHH
MODE,304,3020.07486,QHDHH
MODE,305,3021.97306,QHDHH
MODE,306,3030.22728,QHDHH
MODE,307,3032.4788,QHDHH
MODE,308,3032.65807,QHDHH
MODE,309,3041.05188,QHDHH
MODE,310,3042.06301,QHDHH
MODE,311,3046.18044,QHDHH
MODE,312,3051.91756,QHDHH
MODE,313,3052.91069,QHDHH
MODE,314,3053.94282,QHDHH
MODE,315,3056.15176,QHDHH
MODE,316,3060.34858,QHDHH
MODE,317,3063.18454,QHDHH
MODE,318,3065.40288,QHDHH
MODE,319,3065.76719,QHDHH
MODE,320,3068.26053,QHDHH
MODE,321,3071.06656,QHDHH
MODE,322,3077.59317,QHDHH
MODE,323,3083.42551,QHDHH
MODE,324,3085.63312,QHDHH
MODE,325,3085.9733,QHDHH
MODE,326,3087.25532,QHDHH
MODE,327,3095.16633,QHDHH
MODE,328,3104.6913,QHDHH
MODE,329,3106.96188,QHDHH
MODE,330,3110.60779,QHDHH
MODE,331,3112.2592,QHDHH
MODE,332,3112.61173,QHDHH
MODE,333,3113.24246,QHDHH
MODE,334,3113.86716,QHDHH
MODE,335,3114.83507,QHDHH
MODE,336,3114.91302,QHDHH
MODE,337,3121.16942,QHDHH
MODE,338,3126.49487,QHDHH
MODE,339,3130.8325,QHDHH
MODE,340,3134.5209,QHDHH
MODE,341,3137.2373,QHDHH
MODE,342,3140.37531,QHDHH
MODE,343,3144.81337,QHDHH
MODE,344,3146.36609,QHDHH
MODE,345,3148.32148,QHDHH
MODE,346,3153.02484,QHDHH
MODE,347,3156.77066,QHDHH
MODE,348,3165.4097,QHDHH
MODE,349,3171.36589,QHDHH
MODE,350,3172.34597,QHDHH
MODE,351,3176.41744,QHDHH
MODE,352,3190.75082,QHDHH
MODE,353,3197.23091,QHDHH
MODE,354,3199.19629,QHDHH
MODE,355,3203.16726,QHDHH
MODE,356,3208.72512,QHDHH
MODE,357,3304.49255,QHDHH
MODE,358,3400.50753,QHDHH
MODE,359,3529.64392,QHDHH
MODE,360,3692.29806,QHDHH
13-2-1-1-1,,,
MODE,13,4.95459,QDHHH
MODE,14,8.83892,QDHHH
MODE,15,15.67757,QDHHH
MODE,16,18.71871,QDHHH
MODE,17,22.4067,QDHHH
MODE,18,23.97275,QDHHH
MODE,19,29.51508,QDHHH
MODE,20,29.78321,QDHHH
MODE,21,32.60243,QDHHH
MODE,22,35.30496,QDHHH
MODE,23,37.41068,QDHHH
MODE,24,42.01431,QDHHH
MODE,25,43.64368,QDHHH
MODE,26,46.08476,QDHHH
MODE,27,48.62625,QDHHH
MODE,28,52.65502,QDHHH
MODE,29,57.4785,QDHHH
MODE,30,60.20988,QDHHH
MODE,31,61.54562,QDHHH
MODE,32,67.01534,QDHHH
MODE,33,68.44491,QDHHH
MODE,34,71.48061,QDHHH
